place_type,place_name,link_name,num_rent,num_sale,num_avg,flag
School,Srinakharinwirot University Prasarnmit Demonstration School,srinakharinwirot-university-prasarnmit-demonstration-school,37958,10484,24221.0,1
University/College,Bangkok University,bangkok-university--3,37137,9908,23522.5,1
University/College,Srinakharinwirot University Prasanmit Campus,srinakharinwirot-university-prasanmit-campus,36399,10488,23443.5,1
School,Sai Namphueng School,sai-namphueng-school,35391,9684,22537.5,1
International School,Trinity International School,trinity-international-school,31492,8444,19968.0,1
Bangkok,Watthana,watthana,26709,7168,16938.5,1
University/College,University of the Thai Chamber of Commerce,university-of-the-thai-chamber-of-commerce,24473,6868,15670.5,1
School,Wat Pathum Wanaram School,wat-pathum-wanaram-school,19402,5954,12678.0,1
Bangkok,Khlong Toei,khlong-toei,17589,4732,11160.5,1
International School,Ekamai International School,ekamai-international-school,15973,4115,10044.0,1
School,St. Joseph Convent School,st-joseph-convent-school,14610,5386,9998.0,1
University/College,Chulalongkorn University,chulalongkorn-university,13134,4511,8822.5,1
University/College,Mahidol University Phaya Thai,mahidol-university-phaya-thai,13379,4259,8819.0,1
BTS Sukhumvit Line,BTS Phra Khanong,bts-phra-khanong,13666,3175,8420.5,1
BTS Sukhumvit Line,BTS Thong Lo (Thong Lor),bts-thong-lo-thong-lor,13217,3544,8380.5,1
School,Silom Commercial College,silom-commercial-college,11660,4444,8052.0,1
School,Thawsi School,thawsi-school,12794,3263,8028.5,1
School,Santirat Institute Of Bussiness Adminstration,santirat-institute-of-bussiness-adminstration,12452,3463,7957.5,2
School,St. Theresa School,st-theresa-school,11475,4406,7940.5,2
School,Bangkok Christian College,bangkok-christian-college,11473,4369,7921.0,2
School,Assumption Convent Silom School,assumption-convent-silom-school,11455,4348,7901.5,2
School,Satri Woranat Bang Khen School,satri-woranat-bang-khen-school,12367,3397,7882.0,2
School,Thai-Japanese Association School,thai-japanese-association-school,12213,3501,7857.0,2
Bangkok,Huai Khwang,huai-khwang,12199,3396,7797.5,2
MRT Blue line,MRT Phetchaburi,mrt-phetchaburi,11988,3247,7617.5,2
School,Wattana Wittaya Academy,wattana-wittaya-academy,11704,3314,7509.0,2
University/College,Siam University,siam-university,11532,3360,7446.0,2
School,Assumption Commercial College (A.C.C.),assumption-commercial-college-a-c-c,10624,4176,7400.0,2
School,Samsen Wittayalai School,samsen-wittayalai-school,10960,3441,7200.5,2
University/College,Thonburi Vocational College,thonburi-vocational-college,10834,3090,6962.0,2
BTS Sukhumvit Line,BTS Phrom Phong,bts-phrom-phong,10284,3241,6762.5,2
University/College,Borom Ratchachonnani Bangkok Nursing College,borom-ratchachonnani-bangkok-nursing-college,9870,2993,6431.5,2
University/College,Command And General Staff College,command-and-general-staff-college,9735,3066,6400.5,2
International School,Berkeley International School,berkeley-international-school,10005,2317,6161.0,2
University/College,Suan Dusit Rajabhat University,suan-dusit-rajabhat-university,9568,2749,6158.5,2
University/College,Suan Sunandha University,suan-sunandha-university,9511,2772,6141.5,2
University/College,Boromratchachonnani Nursing College,boromratchachonnani-nursing-college,9820,2392,6106.0,2
MRT Blue line,MRT Sukhumvit,mrt-sukhumvit,8992,2971,5981.5,2
University/College,Vajiravudh College,vajiravudh-college,9113,2755,5934.0,2
BTS Sukhumvit Line,BTS On Nut,bts-on-nut,9469,2294,5881.5,2
University/College,Rajamangala University of Technology Krungthep South Bangkok Campus,rajamangala-university-of-technology-krungthep-south-bangkok-campus,8451,3301,5876.0,2
Bangkok,Siam Discovery,siam-discovery,8889,2788,5838.5,2
Bangkok,Chatuchak,chatuchak--3,9344,2261,5802.5,2
School,Wat Patumkongka School,wat-patumkongka-school,8406,3125,5765.5,2
Bangkok,Ratchathewi,ratchathewi,9168,2282,5725.0,2
University/College,Samitivej Thonburi Hospital,samitivej-thonburi-hospital,8674,2670,5672.0,2
University/College,Thonburi Commercial College,thonburi-commercial-college,8734,2491,5612.5,2
BTS Sukhumvit Line,BTS Ekkamai,bts-ekkamai,8955,2154,5554.5,2
BTS Sukhumvit Line,BTS Asok,bts-asok,8202,2709,5455.5,2
University/College,Rajamangala University of Technology Krungthep,rajamangala-university-of-technology-krungthep,7633,3136,5384.5,2
School,Wijit Withaya School,wijit-withaya-school,7990,2261,5125.5,2
School,Nonsi Witthaya School,nonsi-witthaya-school,7259,2889,5074.0,2
MRT Blue line,MRT Phra Ram 9,mrt-phra-ram-9,7996,1949,4972.5,3
University/College,King Mongkut s University of Technology North Bangkok,king-mongkut-s-university-of-technology-north-bangkok,7729,2133,4931.0,3
University/College,Chandrakasem Rajabhat University,chandrakasem-rajabhat-university,7794,2033,4913.5,3
School,Chan Hun Bumpen School,chan-hun-bumpen-school,7135,2380,4757.5,3
Nonthaburi,Thailand Nursing and Midwifery Council,thailand-nursing-and-midwifery-council,7308,1962,4635.0,3
Nonthaburi,The Food and Drug Administration (FDA),the-food-and-drug-administration-fda,7244,1934,4589.0,3
University/College,Royal Thai Army Nursing College,royal-thai-army-nursing-college,7063,2031,4547.0,3
University/College,Phramongkutklao College of Medicine,phramongkutklao-college-of-medicine,7062,2028,4545.0,3
School,Bangkok Patana School,bangkok-patana-school,7432,1648,4540.0,3
Nonthaburi,Social Security Office Bangkok Head office,social-security-office-bangkok-head-office,7022,1885,4453.5,3
Nonthaburi,Department of Mental Health,department-of-mental-health,7000,1898,4449.0,3
School,Sri Ayudhya School,sri-ayudhya-school,6771,1960,4365.5,3
University/College,Rajabhat Thonburi University,rajabhat-thonburi-university,6709,1922,4315.5,3
University/College,Srithanya Nursing College,srithanya-nursing-college,6749,1841,4295.0,3
Bangkok,Pathum Wan,pathum-wan,6368,1941,4154.5,3
University/College,Rajamangala University of Technology Phra Nakhon North Bangkok Campus,rajamangala-university-of-technology-phra-nakhon-north-bangkok-campus,6402,1730,4066.0,3
School,Wat Khemapirataram School,wat-khemapirataram-school,6369,1696,4032.5,3
International School,Shrewsbury International School,shrewsbury-international-school,5751,2287,4019.0,3
University/College,Boromarajonani College Of Nursing Bamrasnaradura,boromarajonani-college-of-nursing-bamrasnaradura,6339,1615,3977.0,3
Nonthaburi,Muang Nonthaburi Nonthaburi,muang-nonthaburi-nonthaburi,6252,1338,3795.0,3
University/College,Ratchaphak Technology And Management College,ratchaphak-technology-and-management-college,5791,1634,3712.5,3
Bangkok,Bang Na,bang-na,6178,1188,3683.0,3
School,Wat Nuan Noradit School,wat-nuan-noradit-school,5680,1618,3649.0,3
Bangkok,Phra Khanong,phra-khanong,5853,1436,3644.5,3
School,Saint Francis Xavier Convent School,saint-francis-xavier-convent-school,5583,1613,3598.0,3
Bangkok,Phet Kasem Road,phet-kasem-road,5488,1529,3508.5,3
Bangkok,Din Daeng,din-daeng,5179,1609,3394.0,3
School,Watrajaoros School,watrajaoros-school,5279,1435,3357.0,3
University/College,Assumption University Huamark Campus (Abac Huamark),assumption-university-huamark-campus-abac-huamark,5025,1532,3278.5,3
Nonthaburi,Rattanathibet Road,rattanathibet-road--3,5484,1001,3242.5,3
School,Lycée Français International de Bangkok,lyc%C3%A9e-fran%C3%A7ais-international-de-bangkok,4946,1514,3230.0,3
School,Silachara Phiphat School,silachara-phiphat-school,5036,1383,3209.5,3
Bangkok,Suan Luang,suan-luang,4948,1391,3169.5,3
Nonthaburi,Esplanade Ngamwongwan-Khaerai,esplanade-ngamwongwan-khaerai,4913,1392,3152.5,3
University/College,Reserves Training Center Territorial Defense Department,reserves-training-center-territorial-defense-department,4787,1514,3150.5,3
School,Wat Wettawan Thammawat School,wat-wettawan-thammawat-school,4864,1362,3113.0,3
University/College,Inthrachai Commercial College,inthrachai-commercial-college,4750,1450,3100.0,3
Bangkok,Bang Sue,bang-sue,4554,1270,2912.0,3
School,Bang Pakok Wittaya School,bang-pakok-wittaya-school,4372,1388,2880.0,3
Samut Prakarn,Muang Samut Prakarn Samut Prakarn,muang-samut-prakarn-samut-prakarn,4637,1113,2875.0,3
School,Ramkhamhaeng University Demonstration Schoo,ramkhamhaeng-university-demonstration-schoo,4258,1370,2814.0,3
Bangkok,Bang Rak,bang-rak,3934,1644,2789.0,3
BTS Sukhumvit Line,BTS Chit Lom,bts-chit-lom,4287,1279,2783.0,3
BTS Sukhumvit Line,BTS Nana,bts-nana,4180,1356,2768.0,3
School,Santirat Witthayalai School,santirat-witthayalai-school,4073,1343,2708.0,3
MRT Blue line,MRT Si Lom,mrt-si-lom,3834,1561,2697.5,3
International School,Singapore International School of Bangkok (SISB),singapore-international-school-of-bangkok-sisb,3979,1409,2694.0,3
School,Song Wittaya School,song-wittaya-school,4315,980,2647.5,3
BTS Silom Line,BTS Sala Daeng,bts-sala-daeng,3764,1524,2644.0,3
Bangkok,Sathon,sathon,3662,1595,2628.5,3
BTS Sukhumvit Line,BTS Phloen Chit,bts-phloen-chit,3992,1122,2557.0,3
Bangkok,Pracha Uthit (Huai Khwang),pracha-uthit-huai-khwang,3837,1215,2526.0,3
BTS Sukhumvit Line,BTS Bang Chak,bts-bang-chak,4096,875,2485.5,3
BTS Sukhumvit Line,BTS Punnawithi,bts-punnawithi,3881,1003,2442.0,3
Bangkok,Thon Buri,thon-buri,3921,945,2433.0,3
BTS Sukhumvit Line,BTS Udom Suk,bts-udom-suk,3889,961,2425.0,3
Bangkok,Ramkhamhaeng Road,ramkhamhaeng-road,3629,1190,2409.5,3
MRT Blue line,MRT Sam Yan,mrt-sam-yan,3330,1307,2318.5,3
Nonthaburi,"Lak Mueang Shrine, Nonthaburi",lak-mueang-shrine-nonthaburi,3613,968,2290.5,3
Bangkok,Bang Kapi,bang-kapi,3468,1099,2283.5,3
School,Phaya Thai School,phaya-thai-school,3400,1160,2280.0,3
School,Wat Ratchabophit School,wat-ratchabophit-school,3387,1148,2267.5,3
Bangkok,Khlong San,khlong-san,3430,1085,2257.5,3
BTS Silom Line,BTS Chong Nonsi,bts-chong-nonsi,3200,1227,2213.5,3
MRT Blue line,MRT Lumphini,mrt-lumphini,3138,1146,2142.0,3
MRT Blue line,MRT Phahon Yothin,mrt-phahon-yothin,3537,711,2124.0,3
Grey Line,Bangkok University Station,bangkok-university-station--2,3284,935,2109.5,3
MRT Blue line,MRT Queen Sirikit National Convention Center,mrt-queen-sirikit-national-convention-center,3052,1148,2100.0,3
School,Amnuay Silpa School,amnuay-silpa-school,3126,1071,2098.5,3
BTS Sukhumvit Line,BTS Ladphrao Intersection,bts-ladphrao-intersection,3479,694,2086.5,3
School,St. Joseph Bangna,st-joseph-bangna,3305,801,2053.0,3
MRT Orange Line,MRT Pratu Nam,mrt-pratu-nam,3108,957,2032.5,3
Grey Line,Ban Kluai Tai Station,ban-kluai-tai-station,3262,751,2006.5,4
School,La Salle College,la-salle-college,3289,719,2004.0,4
Chonburi,Bang Lamung Chonburi,bang-lamung-chonburi,957,3038,1997.5,4
MRT Orange Line,MRT MRTA,mrt-mrta,3232,703,1967.5,4
Nonthaburi,Pantip Plaza Ngamwongwan,pantip-plaza-ngamwongwan,3069,857,1963.0,4
Bangkok,Tawanna,tawanna,2833,960,1896.5,4
University/College,Ramkhamhaeng University,ramkhamhaeng-university,2912,880,1896.0,4
School,Ladprao Bilingual School,ladprao-bilingual-school,2877,867,1872.0,4
BTS Silom Line,BTS Talat Phlu,bts-talat-phlu,3029,674,1851.5,4
Bangkok,Phaya Thai,phaya-thai,2741,900,1820.5,4
Grey Line,Phetchaburi-Thonglor Station,phetchaburi-thonglor-station,2865,771,1818.0,4
Grey Line,Thonglor 10 Station,thonglor-10-station,2915,717,1816.0,4
School,Wat Samian Nari School,wat-samian-nari-school,2829,796,1812.5,4
School,Udom Kasem Business,udom-kasem-business,2803,742,1772.5,4
School,Rajinibon School,rajinibon-school,2830,709,1769.5,4
MRT Blue line,MRT Huai Khwang,mrt-huai-khwang,2733,782,1757.5,4
School,Santichon Islamic School,santichon-islamic-school,2724,757,1740.5,4
BTS Sukhumvit Line,BTS Mo Chit,bts-mo-chit,2713,690,1701.5,4
University/College,Rattana Bandit University (Rbac),rattana-bandit-university-rbac,2594,790,1692.0,4
BTS Sukhumvit Line,BTS Bearing,bts-bearing,2739,628,1683.5,4
Bangkok,Metropolitan Electricity Authority Bang Khen,metropolitan-electricity-authority-bang-khen,2650,691,1670.5,4
MRT Blue line,MRT Thailand Cultural Centre,mrt-thailand-cultural-centre,2432,843,1637.5,4
BTS Silom Line,BTS Ratchadamri,bts-ratchadamri,2256,952,1604.0,4
Samut Prakarn,Soi Bearing (Sukhumvit 107),soi-bearing-sukhumvit-107,2571,576,1573.5,4
University/College,Sukhothai Thammathirat Open University,sukhothai-thammathirat-open-university,2623,510,1566.5,4
Grey Line,Suan Plu Station,suan-plu-station--2,2324,790,1557.0,4
Nonthaburi,Pak Kret Nonthaburi,pak-kret-nonthaburi,2590,497,1543.5,4
University/College,National Institute of Development Administration (NIDA),national-institute-of-development-administration-nida,2313,763,1538.0,4
MRT Blue line,MRT Sutthisan,mrt-sutthisan,2266,780,1523.0,4
Bangkok,Chan Road,chan-road,2158,853,1505.5,4
MRT Blue line,MRT Tao Poon,mrt-tao-poon,2327,672,1499.5,4
BTS Sukhumvit Line,BTS Bang Na,bts-bang-na,2521,478,1499.5,4
School,Mathayom Prachaniwet school,mathayom-prachaniwet-school,2399,560,1479.5,4
Nonthaburi,Chang Chui,chang-chui,2331,559,1445.0,4
School,Chonprathanwittaya School,chonprathanwittaya-school,2483,389,1436.0,4
Gold Line,Krung Thon Buri Station,krung-thon-buri-station,2249,613,1431.0,4
BTS Sukhumvit Line,BTS Samrong,bts-samrong,2131,615,1373.0,4
School,Benjamarachanusorn School,benjamarachanusorn-school,2235,491,1363.0,4
Bangkok,Bang Phlat,bang-phlat,2213,507,1360.0,4
Bangkok,Asoke Road,asoke-road,2106,597,1351.5,4
University/College,Panyapiwat Institute of Management,panyapiwat-institute-of-management,2254,446,1350.0,4
BTS Silom Line,BTS Wutthakat,bts-wutthakat,2168,518,1343.0,4
BTS Sukhumvit Line,BTS Saphan Khwai,bts-saphan-khwai,1977,679,1328.0,4
BTS Sukhumvit Line,BTS Victory Monument,bts-victory-monument,1997,644,1320.5,4
BTS Silom Line,BTS Surasak,bts-surasak,1681,954,1317.5,4
MRT Orange Line,MRT Ramkhamhaeng 12,mrt-ramkhamhaeng-12,2062,558,1310.0,4
International School,International Community School (ICS),international-community-school-ics,2050,531,1290.5,4
Grey Line,Kasemrat Station,kasemrat-station,1969,594,1281.5,4
Bangkok,Wong Sawang Road,wong-sawang-road,1943,603,1273.0,4
International School,Thai-Singapore International School Srinakarin,thai-singapore-international-school-srinakarin,2063,468,1265.5,4
University/College,Thammasat University,thammasat-university,2072,453,1262.5,4
School,Satri Witthaya 2 School,satri-witthaya-2-school,1918,591,1254.5,4
Bangkok,Yan Nawa,yan-nawa,1633,795,1214.0,4
MRT Blue line,MRT Ratchadaphisek,mrt-ratchadaphisek,1717,681,1199.0,4
University/College,Phranakhon Rajabhat University,phranakhon-rajabhat-university,1894,492,1193.0,4
University/College,Kasetsart University,kasetsart-university,1816,564,1190.0,4
School,Yothinburana School,yothinburana-school,1786,560,1173.0,4
School,Panaya Phatthanakan,panaya-phatthanakan,1765,538,1151.5,4
MRT Purple line,MRT Bang Son,mrt-bang-son,1804,462,1133.0,4
Nonthaburi,Impact Muang Thong,impact-muang-thong,1886,379,1132.5,4
Nonthaburi,Muang Thong Thanee,muang-thong-thanee,1883,378,1130.5,4
School,Sarawittaya School,sarawittaya-school,1720,499,1109.5,4
Grey Line,Narathiwat Station,narathiwat-station,1563,634,1098.5,4
University/College,Krirk University,krirk-university,1731,463,1097.0,4
Grey Line,Jamjan Station,jamjan-station,1739,437,1088.0,4
MRT Blue line,MRT Lat Phrao,mrt-lat-phrao,1634,534,1084.0,4
SRT Light Red Line,Bang Son Station,bang-son-station,1699,456,1077.5,4
School,Saint Gabriel College,saint-gabriel-college,1773,375,1074.0,4
University/College,Thai Business Administration Technological College,thai-business-administration-technological-college,1634,505,1069.5,4
International School,Thai-Singapore International School,thai-singapore-international-school,1731,408,1069.5,4
BTS Silom Line,BTS Krung Thon Buri,bts-krung-thon-buri,1647,474,1060.5,4
BTS Sukhumvit Line,BTS Ratchathewi,bts-ratchathewi,1566,554,1060.0,4
Bangkok,Phasi Charoen,phasi-charoen,1588,517,1052.5,4
School,Satri Woranat School,satri-woranat-school,1666,378,1022.0,4
BTS Sukhumvit Line,BTS Siam,bts-siam,1426,600,1013.0,4
BTS Silom Line,BTS Bang Wa,bts-bang-wa,1521,501,1011.0,4
BTS Sukhumvit Line,BTS Sena Ruam,bts-sena-ruam,1511,511,1011.0,4
MRT Blue line,MRT Chatuchak Park,mrt-chatuchak-park,1677,345,1011.0,4
MRT Purple line,MRT Phra Nang klao Bridge,mrt-phra-nang-klao-bridge,1786,223,1004.5,4
BTS Sukhumvit Line,BTS Phaya Thai,bts-phaya-thai,1514,409,961.5,4
Bangkok,Bang Khen,bang-khen,1510,395,952.5,4
School,Assumption Samutprakarn School,assumption-samutprakarn-school,1535,369,952.0,4
Chonburi,Wat Phra Yai,wat-phra-yai,392,1510,951.0,4
MRT Orange Line,MRT Ratchathewi,mrt-ratchathewi,1380,513,946.5,4
International School,Concordian International School,concordian-international-school,1498,372,935.0,4
University/College,King Mongkut University Of Technology Thonburi,king-mongkut-university-of-technology-thonburi,1297,512,904.5,4
University/College,Navamindradhiraj University,navamindradhiraj-university,1514,258,886.0,4
Bangkok,Prasert Manukit Road,prasert-manukit-road,1348,422,885.0,4
MRT Purple line,MRT Wong Sawang,mrt-wong-sawang,1496,266,881.0,4
MRT Yellow Line,MRT Ratchada,mrt-ratchada--ab2b0965,1317,436,876.5,4
Bangkok,Chom Thong,chom-thong,1337,414,875.5,4
School,Suankularb Wittayalai Nonthaburi School,suankularb-wittayalai-nonthaburi-school,1530,217,873.5,4
MRT Orange Line,MRT Wat Phra Ram 9,mrt-wat-phra-ram-9,1356,376,866.0,4
School,Ratchawinit Bang Khae School,ratchawinit-bang-khae-school--2,1374,341,857.5,4
Grey Line,Nang Lingee Station,nang-lingee-station,1187,489,838.0,4
Bangkok,Sukumvit 24,sukumvit-24,1253,419,836.0,4
MRT Yellow Line,MRT Phattanakan,mrt-phattanakan,1287,373,830.0,4
BTS Silom Line,BTS Wongwian Yai,bts-wongwian-yai,1260,393,826.5,4
MRT Yellow Line,MRT Bang Kapi,mrt-bang-kapi,1210,407,808.5,4
MRTA Pink Line,Khae Rai Station,khae-rai-station,1296,312,804.0,4
Bangkok,Bangkok Noi,bangkok-noi,1202,383,792.5,4
MRT Orange Line,MRT Ramkhamhaeng 34,mrt-ramkhamhaeng-34,1253,319,786.0,4
MRT Blue line,MRT Bang Pho,mrt-bang-pho--ae07097e,1152,420,786.0,4
School,Loet La School,loet-la-school,1216,355,785.5,4
MRT Purple line,MRT Bang Kraso,mrt-bang-kraso,1243,297,770.0,4
Bangkok,Sukumvit 22,sukumvit-22,1075,460,767.5,4
BTS Silom Line,BTS Pho Nimit,bts-pho-nimit,1222,287,754.5,4
Chonburi,Pattaya City Hall,pattaya-city-hall,460,1047,753.5,4
School,Ratwinit Bangkaeo School,ratwinit-bangkaeo-school,1195,305,750.0,4
MRTA Pink Line,Mueang Thong Thani Station,mueang-thong-thani-station,1224,272,748.0,4
BTS Sukhumvit Line,BTS Sena Nikhom,bts-sena-nikhom,1145,346,745.5,4
School,The Pattaya Redemptorist School for the Blind,the-pattaya-redemptorist-school-for-the-blind,456,1016,736.0,4
Grey Line,Mahai Sawan Station,mahai-sawan-station--3,1077,387,732.0,4
Bangkok,Sukumvit 50,sukumvit-50,1214,245,729.5,4
School,Phothi Samphan Phitthayakhan School,phothi-samphan-phitthayakhan-school,449,1007,728.0,4
MRT Orange Line,MRT Rang Nam,mrt-rang-nam,1127,316,721.5,4
MRT Blue line,MRT Bang Yi Khan,mrt-bang-yi-khan,1181,251,716.0,4
Chonburi,Tiffany Show Pattaya,tiffany-show-pattaya,446,980,713.0,4
Chonburi,Art in Paradise Pattaya,art-in-paradise-pattaya,446,980,713.0,4
BTS Sukhumvit Line,BTS Ratchayothin,bts-ratchayothin,1116,307,711.5,4
University/College,Mahamakut Buddhist University,mahamakut-buddhist-university,1171,250,710.5,4
University/College,Saiaksorn School,saiaksorn-school,1096,304,700.0,4
Chonburi,Si Racha Chonburi,si-racha-chonburi,1005,393,699.0,4
MRTA Pink Line,Si Rat Station,si-rat-station,1106,267,686.5,4
BTS Sukhumvit Line,BTS Kasetsart University,bts-kasetsart-university--2,1006,360,683.0,4
School,Marryvit Pattaya School,marryvit-pattaya-school,415,927,671.0,4
Chonburi,Pinthong Industrial Estate,pinthong-industrial-estate,980,343,661.5,4
BTS Sukhumvit Line,BTS Phaholyothin 24,bts-phaholyothin-24,1054,267,660.5,4
Samut Prakarn,Bang Plee Samut Prakarn,bang-plee-samut-prakarn,1036,274,655.0,4
BTS Sukhumvit Line,BTS Ari,bts-ari,1040,266,653.0,4
University/College,Kasetsart University Si Racha Campus,kasetsart-university-si-racha-campus,965,338,651.5,4
University/College,Yamjard Vichanusorn School,yamjard-vichanusorn-school,1021,280,650.5,4
University/College,The Thai Bar Under The Royal Patronage,the-thai-bar-under-the-royal-patronage,1025,269,647.0,4
School,St.Paul s Convent School,st-paul-s-convent-school,924,353,638.5,4
University/College,North Bangkok University,north-bangkok-university,996,262,629.0,4
Chonburi,Pattaya Night Bazaar,pattaya-night-bazaar,306,922,614.0,4
Nonthaburi,Bang Bua Thong Nonthaburi,bang-bua-thong-nonthaburi,1015,210,612.5,4
Bangkok,Lak Si,lak-si,992,232,612.0,4
MRT Blue line,MRT Tha Phra,mrt-tha-phra,932,291,611.5,4
MRT Purple line,MRT Nonthaburi Civic Center,mrt-nonthaburi-civic-center,975,231,603.0,4
Samut Prakarn,Anya Thani Industrial Estate (Gemopolis),anya-thani-industrial-estate-gemopolis,793,409,601.0,4
Chiang Mai,Muang Chiang Mai Chiang Mai,muang-chiang-mai-chiang-mai,454,719,586.5,4
Bangkok,Sukumvit 26,sukumvit-26,925,243,584.0,4
University/College,Boromarajonani College Of Nursing Noppharat Wachi,boromarajonani-college-of-nursing-noppharat-wachi,977,185,581.0,4
Bangkok,Wang Thonglang,wang-thonglang,881,276,578.5,4
School,Muang Pattaya 2 School,muang-pattaya-2-school,366,778,572.0,4
Chonburi,Sanctuary of Truth,sanctuary-of-truth,365,779,572.0,4
Chiang Mai,Chiang Mai Pillar City Shrine,chiang-mai-pillar-city-shrine,443,683,563.0,4
School,Ratchawinit Bang Khen School,ratchawinit-bang-khen-school,882,235,558.5,4
MRT Orange Line,MRT Yaek Lam Sali,mrt-yaek-lam-sali,814,300,557.0,4
MRTA Pink Line,Chaeng Watthana 14 Station,chaeng-watthana-14-station,869,241,555.0,4
Nonthaburi,The Square Bang Yai,the-square-bang-yai,911,194,552.5,4
Bangkok,Pradist Manutham Road,pradist-manutham-road,830,260,545.0,4
Bangkok,Bang Khae,bang-khae,877,210,543.5,4
MRT Purple line,MRT Ministry of Public Health,mrt-ministry-of-public-health,831,250,540.5,4
School,Wat Nimmanoradee,wat-nimmanoradee,862,185,523.5,4
Chiang Mai,Provincial Waterworks Authority Chiang Mai,provincial-waterworks-authority-chiang-mai,417,625,521.0,4
School,Navamindarajudis Krungthepmahanakhon School,navamindarajudis-krungthepmahanakhon-school,832,209,520.5,4
University/College,Bangkok Arts&Crafts College,bangkok-arts-crafts-college,803,229,516.0,4
BTS Sukhumvit Line,BTS Sanam Pao,bts-sanam-pao,758,261,509.5,4
MRT Blue line,MRT Hua Lamphong,mrt-hua-lamphong,776,241,508.5,4
MRT Purple line,MRT Talad Bang Yai,mrt-talad-bang-yai,832,180,506.0,4
BTS Silom Line,BTS Saphan Taksin,bts-saphan-taksin,654,356,505.0,4
