place_type,place_name,link_name,num_rent,num_sale,num_avg,flag
School,Thepbodint Wittaya,thepbodint-wittaya,414,594,504.0,4
School,Darasamut School,darasamut-school,756,250,503.0,4
School,Si Racha School,si-racha-school,756,250,503.0,4
MRT Blue line,MRT Bang Sue,mrt-bang-sue,777,227,502.0,4
School,Bodindecha (Sing Singhaseni) School,bodindecha-sing-singhaseni-school,889,114,501.5,4
School,Wat Bueng Thonglang Secondary School,wat-bueng-thonglang-secondary-school,753,240,496.5,4
MRT Orange Line,MRT Ramkhamhaeng University,mrt-ramkhamhaeng-university,749,242,495.5,4
School,Assumption College Sriracha,assumption-college-sriracha,734,237,485.5,4
University/College,Siam Technology College,siam-technology-college,664,282,473.0,4
Chiang Mai,ChiangMai Provincial Court,chiangmai-provincial-court,361,585,473.0,4
School,Srithana Technology College,srithana-technology-college,365,577,471.0,4
Bangkok,Bang Kho Laem,bang-kho-laem,599,340,469.5,4
BTS Silom Line,BTS Saint Louis,bts-saint-louis,666,268,467.0,4
Grey Line,Ratchada-Narathiwat Station,ratchada-narathiwat-station,627,307,467.0,4
SRT Dark Red Line,Hua Lamphong Station,hua-lamphong-station,695,221,458.0,4
Grey Line,Charoen Krung Station,charoen-krung-station,643,254,448.5,4
Chonburi,Muang Chon Buri Chonburi,muang-chon-buri-chonburi,686,205,445.5,4
MRT Blue line,MRT Bang Khae,mrt-bang-khae,753,135,444.0,4
MRT Orange Line,MRT Yommarat,mrt-yommarat--2,670,210,440.0,4
University/College,Montfort College Primary Section,montfort-college-primary-section,358,502,430.0,4
MRT Orange Line,MRT Rajamangala,mrt-rajamangala,696,161,428.5,4
University/College,Royal Thai Naval Academy,royal-thai-naval-academy,685,163,424.0,4
Bangkok,Khan Na Yao,khan-na-yao,697,148,422.5,4
MRT Yellow Line,MRT Si La Salle,mrt-si-la-salle,682,160,421.0,4
Chiang Mai,Electricity Authority District 1 Chiang Mai,electricity-authority-district-1-chiang-mai,337,464,400.5,4
Bangkok,Lat Krabang,lat-krabang,513,288,400.5,4
Grey Line,Rama 4 Station,rama-4-station,589,201,395.0,4
Bangkok,Bueng Kum,bueng-kum,571,209,390.0,4
University/College,Rangsit University,rangsit-university,452,328,390.0,4
Grey Line,Khlong Dan Station,khlong-dan-station,532,244,388.0,4
University/College,Payap University (Kaeo Nawarat Campus),payap-university-kaeo-nawarat-campus,314,452,383.0,4
University/College,Rajamangala Institute of Technology,rajamangala-institute-of-technology,559,203,381.0,4
MRT Purple line,MRT Yaek Tiwanon,mrt-yaek-tiwanon,550,207,378.5,4
Bangkok,Bangkok Yai,bangkok-yai,524,229,376.5,4
BTS Sukhumvit Line,BTS Wat Phra Sri Mahathat,bts-wat-phra-sri-mahathat,561,190,375.5,4
MRT Blue line,MRT Bang Wa,mrt-bang-wa,570,174,372.0,4
School,Streesmutprakan School,streesmutprakan-school,578,145,361.5,4
MRT Blue line,MRT Sirindhorn,mrt-sirindhorn,614,106,360.0,4
Bangkok,Prawet,prawet,498,204,351.0,4
Samut Prakarn,Bang Pu Industrial Estate,bang-pu-industrial-estate,551,145,348.0,4
School,Sarasas Wataed Ratchaphruek School,sarasas-wataed-ratchaphruek-school,603,90,346.5,4
MRT Blue line,MRT Bang Khun Non,mrt-bang-khun-non,566,124,345.0,4
Bangkok,Lat Phrao,lat-phrao,477,212,344.5,4
Pathumthani,Khlong Luang Pathumthani,khlong-luang-pathumthani,412,260,336.0,4
School,Suankularb Wittayalai School,suankularb-wittayalai-school,524,147,335.5,4
Chiang Mai,Suandok Park,suandok-park,230,433,331.5,4
MRT Purple line,MRT Sam Yaek Bang Yai,mrt-sam-yaek-bang-yai,558,101,329.5,4
Chiang Mai,Chiang Mai Provincial Land Transport Office,chiang-mai-provincial-land-transport-office,234,412,323.0,4
School,Sarasas Witaed Chiang Mai School,sarasas-witaed-chiang-mai-school,273,366,319.5,4
School,Pakkret School,pakkret-school,558,75,316.5,4
MRT Blue line,MRT Fai Chai,mrt-fai-chai,517,113,315.0,4
MRT Blue line,MRT Kamphaeng Phet,mrt-kamphaeng-phet,482,141,311.5,4
School,Yupparaj Wittayalai School,yupparaj-wittayalai-school,252,371,311.5,4
MRTA Pink Line,Pak Kret Station,pak-kret-station,549,73,311.0,4
University/College,"Thammasat University, Rangsit Campus",thammasat-university-rangsit-campus,371,249,310.0,4
University/College,Bangkok University,bangkok-university--4,372,245,308.5,4
MRTA Pink Line,Ram Inthra 3 station,ram-inthra-3-station,503,112,307.5,4
MRT Purple line,MRT Yaek Nonthaburi 1,mrt-yaek-nonthaburi-1,435,178,306.5,4
Chiang Mai,U.S. Consulate General Chiang mai,u-s-consulate-general-chiang-mai,260,348,304.0,4
Bangkok,Rat Burana,rat-burana,446,158,302.0,4
MRT Blue line,MRT Phasi Charoen,mrt-phasi-charoen,503,100,301.5,4
BTS Sukhumvit Line,BTS Pu Chao,bts-pu-chao,477,124,300.5,4
Grey Line,Charoen Rat Station,charoen-rat-station,412,183,297.5,4
MRT Blue line,MRT Bang Aor,mrt-bang-aor,441,148,294.5,4
Chonburi,Rubberland,rubberland,161,426,293.5,4
University/College,Thepanya Hospital,thepanya-hospital,238,348,293.0,4
MRT Purple line,MRT Sai Ma,mrt-sai-ma,517,66,291.5,4
MRT Blue line,MRT Lak Song,mrt-lak-song,474,103,288.5,4
Nonthaburi,Bang Yai Nonthaburi,bang-yai-nonthaburi,482,89,285.5,4
Chiang Mai,Macro Chiang Mai,macro-chiang-mai,255,310,282.5,4
Grey Line,Ngamduplee Station,ngamduplee-station,439,126,282.5,4
Gold Line,Charoen Nakhon Station,charoen-nakhon-station,379,185,282.0,4
BTS Sukhumvit Line,BTS Chang Erawan,bts-chang-erawan,483,81,282.0,4
School,Chiang Mai University Demonstration School,chiang-mai-university-demonstration-school,186,375,280.5,4
Chonburi,King Power Pattaya Complex,king-power-pattaya-complex,151,409,280.0,4
MRT Yellow Line,MRT Lat Phrao 101,mrt-lat-phrao-101,429,128,278.5,4
Grey Line,Sathu Pradit Station,sathu-pradit-station,368,185,276.5,4
University/College,Far Eastern University,far-eastern-university,200,353,276.5,4
University/College,Montfort College Secondary Section,montfort-college-secondary-section,251,301,276.0,4
Chonburi,Si Racha Post Center,si-racha-post-center,380,168,274.0,4
MRT Blue line,MRT Phet Kasem 48,mrt-phet-kasem-48,405,140,272.5,4
University/College,Payap University (Mae Khao Campus),payap-university-mae-khao-campus,234,308,271.0,4
MRT Yellow Line,MRT Si Kritha,mrt-si-kritha,326,214,270.0,4
Bangkok,Siam Park,siam-park,456,81,268.5,4
Chiang Mai,Chiang Mai International Exhibition and Convention Centre,chiang-mai-international-exhibition-and-convention-centre,170,365,267.5,4
Chiang Mai,Bikky Arcade Chiang Mai,bikky-arcade-chiang-mai,232,298,265.0,4
Chonburi,Nong Mai Daeng,nong-mai-daeng,447,75,261.0,4
Chiang Mai,Charoen Thai Post Office Chiang Mai,charoen-thai-post-office-chiang-mai,228,280,254.0,4
MRT Yellow Line,MRT Phawana,mrt-phawana,339,167,253.0,4
University/College,Wat Manorom School,wat-manorom-school,344,158,251.0,4
BTS Sukhumvit Line,BTS Sai Yud,bts-sai-yud,406,96,251.0,4
University/College,Sriracha Technological College,sriracha-technological-college--3,343,158,250.5,4
SRT Light Red Line,Bang Bamru Station,bang-bamru-station,373,126,249.5,4
MRTA Pink Line,Chaeng Watthana-Pak Kret 28 Station,chaeng-watthana-pak-kret-28-station,448,47,247.5,4
Gold Line,Klongsan Station,klongsan-station,388,105,246.5,4
Phuket,Muang Phuket Phuket,muang-phuket-phuket,211,282,246.5,4
School,Thammasat Klong Luang Wittayakom,thammasat-klong-luang-wittayakom,337,155,246.0,4
School,Saipanyarangsit School,saipanyarangsit-school,175,315,245.0,4
University/College,The Prince Royal College,the-prince-royal-college,218,272,245.0,4
School,Thanyaburi School,thanyaburi-school,174,315,244.5,4
School,Navamindarajudis Phayap School,navamindarajudis-phayap-school,145,337,241.0,4
Grey Line,Saphan Rama 9 Station,saphan-rama-9-station,324,157,240.5,4
Pathumthani,Lumlukka Road,lumlukka-road,161,313,237.0,4
Chiang Mai,Maya Chiang Mai,maya-chiang-mai,162,309,235.5,4
University/College,Mahachulalongkorn Rajavidyalaya University Chiang Mai,mahachulalongkorn-rajavidyalaya-university-chiang-mai,155,314,234.5,4
MRT Blue line,MRT Khlong Toei,mrt-khlong-toei,338,130,234.0,4
MRTA Pink Line,Phranakhon Rajabhat University Station,phranakhon-rajabhat-university-station,360,106,233.0,4
Chonburi,Tukcom Chonburi,tukcom-chonburi,415,47,231.0,4
School,Anuban Chonburi School,anuban-chonburi-school,413,46,229.5,4
School,Chonradsadornumrung School,chonradsadornumrung-school,413,46,229.5,4
Chonburi,Provincial Waterworks Authority Region 1,provincial-waterworks-authority-region-1,413,46,229.5,4
Chonburi,Provincial Waterworks Authority Chonburi,provincial-waterworks-authority-chonburi,413,46,229.5,4
School,Chonkanyanukoon School,chonkanyanukoon-school,413,46,229.5,4
University/College,Chiang Mai University,chiang-mai-university,151,308,229.5,4
MRTA Pink Line,Synphae Station,synphae-station,382,75,228.5,4
Chiang Mai,The Ring Avenue,the-ring-avenue,152,301,226.5,4
Bangkok,Somapa Nawamin School,somapa-nawamin-school,330,121,225.5,4
MRT Orange Line,MRT Ratchaprarop,mrt-ratchaprarop,328,121,224.5,4
University/College,King Mongkut Institute of Technology Ladkrabang,king-mongkut-institute-of-technology-ladkrabang,320,129,224.5,4
Bangkok,Don Mueang,don-mueang,363,85,224.0,4
MRT Purple line,MRT Khlong Bang Phai,mrt-khlong-bang-phai,353,92,222.5,4
University/College,Chiang Mai Vocational College,chiang-mai-vocational-college,167,274,220.5,4
Chiang Mai,Baan Kang Wat,baan-kang-wat,154,285,219.5,4
Bangkok,Bang Khun Thian,bang-khun-thian,329,109,219.0,4
Bangkok,Min Buri,min-buri,385,47,216.0,4
MRT Blue line,MRT Charan 13,mrt-charan-13,319,110,214.5,4
MRTA Pink Line,Lad Pla Khao Station,lad-pla-khao-station,354,73,213.5,4
School,Wat Noen Sutthawat Municipal School,wat-noen-sutthawat-municipal-school,388,39,213.5,4
University/College,Asian Institute of Technology (AIT),asian-institute-of-technology-ait,310,113,211.5,4
Chonburi,Sattahip Chonburi,sattahip-chonburi,112,309,210.5,4
School,Kawila Wittayalai School,kawila-wittayalai-school,205,213,209.0,4
BTS Silom Line,BTS National Stadium,bts-national-stadium,297,119,208.0,4
School,Wat Kampaeng Udom Pittayakon School,wat-kampaeng-udom-pittayakon-school,386,27,206.5,4
School,Inthapanya Municipal School (Wat Yai Intharam),inthapanya-municipal-school-wat-yai-intharam,386,27,206.5,4
School,Su Aree Wittaya School,su-aree-wittaya-school,386,27,206.5,4
School,Sarasas Witaed Chonburi School,sarasas-witaed-chonburi-school,386,27,206.5,4
MRT Yellow Line,MRT Chok chai 4,mrt-chok-chai-4,279,128,203.5,4
School,Samut Prakan School,samut-prakan-school,314,90,202.0,4
Samut Prakarn,Metropolitan Electricty Authority Samut Prakan,metropolitan-electricty-authority-samut-prakan,313,90,201.5,4
MRT Yellow Line,MRT Thipphawan,mrt-thipphawan,352,50,201.0,4
University/College,Ramkhamhaeng University 2,ramkhamhaeng-university-2,261,131,196.0,4
Gold Line,Prajadhipok Station,prajadhipok-station,323,68,195.5,4
SRT Dark Red Line,Wat Samian Nari Station,wat-samian-nari-station,312,79,195.5,4
Chiang Mai,Chiang Mai Police Station,chiang-mai-police-station,164,225,194.5,4
Pathumthani,Thanyaburi Pathumthani,thanyaburi-pathumthani,134,252,193.0,4
University/College,Rajamangala University of Technology Lanna (Jedyod),rajamangala-university-of-technology-lanna-jedyod--aff909f7,128,254,191.0,4
SRT Dark Red Line,Bang Khen Station,bang-khen-station,348,31,189.5,4
School,Sarasas Witaed Minburi School,sarasas-witaed-minburi-school,329,44,186.5,4
BTS Sukhumvit Line,BTS Saphan Mai,bts-saphan-mai,299,72,185.5,4
Samut Prakarn,Bang Phli Industrial Estate,bang-phli-industrial-estate,281,87,184.0,4
School,Won Naphasap School,won-naphasap-school,241,118,179.5,4
University/College,Assumption University Bang Na Campus (Abac Bang Na),assumption-university-bang-na-campus-abac-bang-na,274,84,179.0,4
SRT Dark Red Line,Lak Si Station,lak-si-station,271,84,177.5,4
School,Sansuk School,sansuk-school,225,124,174.5,4
School,Satree Phuket School,satree-phuket-school,169,174,171.5,4
School,Phuket Wittayalai School,phuket-wittayalai-school,169,174,171.5,4
BTS Sukhumvit Line,BTS Phahon Yothin 59,bts-phahon-yothin-59,250,91,170.5,4
MRT Blue line,MRT Bang Phat,mrt-bang-phat,311,30,170.5,4
Grey Line,Khlong Phum Station,khlong-phum-station,242,95,168.5,4
University/College,Burapha University,burapha-university--b88009f3,220,111,165.5,4
MRT Blue line,MRT Bang Phai,mrt-bang-phai,254,74,164.0,4
University/College,Chiang Mai Technical College,chiang-mai-technical-college,125,197,161.0,4
Bangkok,Lang Suan Road,lang-suan-road,195,111,153.0,4
Bangkok,Sai Mai,sai-mai,238,66,152.0,4
University/College,Boromarajonani Nursing College Chiang Mai,boromarajonani-nursing-college-chiang-mai,115,187,151.0,4
Chonburi,Laem Chabang Industrial Estate,laem-chabang-industrial-estate,196,99,147.5,4
School,Thetsaban Tambon Laem Chabang 2 School,thetsaban-tambon-laem-chabang-2-school,195,98,146.5,4
School,Sarasas Witaed Suwanabhumi School,sarasas-witaed-suwanabhumi-school,224,68,146.0,4
University/College,Chiang Mai Rajabhat University,chiang-mai-rajabhat-university,100,192,146.0,4
Chiang Mai,Art in Paradise Chiang Mai,art-in-paradise-chiang-mai,141,148,144.5,4
SRT Dark Red Line,Don Mueang Station,don-mueang-station,229,57,143.0,4
MRT Yellow Line,MRT Si Udom,mrt-si-udom,202,84,143.0,4
MRTA Pink Line,Khu Bon Station,khu-bon-station,222,55,138.5,4
MRT Yellow Line,MRT Si Dan,mrt-si-dan,216,60,138.0,4
MRTA Pink Line,Watcharaphon Station,watcharaphon-station,209,65,137.0,4
University/College,Chiang Mai Physical Education College,chiang-mai-physical-education-college,91,180,135.5,4
University/College,Mahamakut Buddhist University (Lanna),mahamakut-buddhist-university-lanna,113,157,135.0,4
Bangkok,Ladprao 101 (Lat Phrao 101),ladprao-101-lat-phrao-101,210,60,135.0,4
Samut Prakarn,Phra Pra Daeng Samut Prakarn,phra-pra-daeng-samut-prakarn,184,85,134.5,4
Nakhon Pathom,Phuttha Mon Thon Nakhon Pathom,phuttha-mon-thon-nakhon-pathom,224,43,133.5,4
University/College,Mahidol University Salaya,mahidol-university-salaya,224,42,133.0,4
MRTA Pink Line,Bangkok Government Complex Station,bangkok-government-complex-station,234,31,132.5,4
Nakhon Pathom,Salaya,salaya,222,43,132.5,4
Nakhon Pathom,Tesco Lotus Salaya,tesco-lotus-salaya,222,43,132.5,4
School,Satri Witthaya School,satri-witthaya-school,235,27,131.0,4
Samut Prakarn,Bang Pu Industrial Estate (North),bang-pu-industrial-estate-north,210,51,130.5,4
Nakhon Pathom,Provincial Electricity Authority Salaya,provincial-electricity-authority-salaya,218,39,128.5,4
Chiang Mai,Lanna Folklife Museum,lanna-folklife-museum,102,155,128.5,4
MRT Yellow Line,MRT Si Thepha,mrt-si-thepha,199,55,127.0,4
Grey Line,Khlong Chong Nonsi Station,khlong-chong-nonsi-station,162,90,126.0,4
SRT Dark Red Line,Chiang Rak Station,chiang-rak-station--2,174,78,126.0,4
Chachoengsao,Wellgrow Industrial Estate,wellgrow-industrial-estate,188,62,125.0,4
MRT Orange Line,MRT Din Daeng,mrt-din-daeng,183,57,120.0,4
Phuket,Kathu Phuket,kathu-phuket,81,159,120.0,4
Chiang Mai,Chiang Mai Zoo,chiang-mai-zoo,83,156,119.5,4
Prachaubkirikhan,Hua Hin Prachaubkirikhan,hua-hin-prachaubkirikhan,65,173,119.0,4
MRTA Pink Line,Maiyalap Station,maiyalap-station,185,47,116.0,4
MRTA Pink Line,Setthabutbamphen Station,setthabutbamphen-station,193,37,115.0,4
Samut Prakarn,Bang Bo Samut Prakarn,bang-bo-samut-prakarn,174,51,112.5,4
Rayong,Muang Rayong,muang-rayong,194,30,112.0,4
University/College,Muang Chiang Mai Stadium,muang-chiang-mai-stadium,68,149,108.5,4
MRTA Pink Line,East Outer Ring Road station,east-outer-ring-road-station,165,46,105.5,4
BTS Sukhumvit Line,BTS Pak Nam,bts-pak-nam,156,51,103.5,4
MRTA Pink Line,Pak Kret Bypass Station,pak-kret-bypass-station,175,25,100.0,4
SRT Dark Red Line,Chatuchak Station,chatuchak-station,143,54,98.5,4
School,Sarasas Witaed Samut Prakan School,sarasas-witaed-samut-prakan-school,162,31,96.5,4
SRT Dark Red Line,Lak Hok Station,lak-hok-station,54,137,95.5,4
BTS Sukhumvit Line,BTS Phraek Sa,bts-phraek-sa,160,31,95.5,4
Pathumthani,Muang Ek,muang-ek,54,137,95.5,4
MRT Yellow Line,MRT Si Bearing,mrt-si-bearing,182,9,95.5,4
Grey Line,Saphan Rama 3 Station,saphan-rama-3-station,128,61,94.5,4
Bangkok,Ramkhamhaeng 43/1,ramkhamhaeng-43-1,151,37,94.0,4
Grey Line,Kaset-Nawamin Station,kaset-nawamin-station,131,56,93.5,4
Bangkok,Lat Phao 71,lat-phao-71,144,41,92.5,4
MRT Yellow Line,MRT Si Iam,mrt-si-iam,155,30,92.5,4
Samut Prakarn,Sukumvit 109,sukumvit-109,127,56,91.5,4
School,Taweethapisek School,taweethapisek-school,147,35,91.0,4
BTS Sukhumvit Line,BTS Bang Bua,bts-bang-bua,114,63,88.5,4
School,Sarasas Witaed Thonburi School,sarasas-witaed-thonburi-school,142,34,88.0,4
SRT Dark Red Line,Bang Sue Grand Station Station,bang-sue-grand-station-station,109,66,87.5,4
Rayong,Laemtong Shopping Plaza Rayong,laemtong-shopping-plaza-rayong,149,25,87.0,4
BTS Sukhumvit Line,BTS Royal Thai Naval Academy,bts-royal-thai-naval-academy,136,38,87.0,4
School,Wat Khot Khimtharam Municipal School,wat-khot-khimtharam-municipal-school,139,25,82.0,4
MRTA Pink Line,Ram Inthra Km.4 Station,ram-inthra-km-4-station,136,28,82.0,4
Rayong,IRPC Public Company Limited,irpc-public-company-limited,138,24,81.0,4
Rayong,Map Ta Phut Industrial Estate,map-ta-phut-industrial-estate,138,19,78.5,4
Prachaubkirikhan,Hua Hin Bus Station,hua-hin-bus-station,47,108,77.5,4
International School,Anuban Taksin Rayong International School,anuban-taksin-rayong-international-school,130,23,76.5,4
School,Matthayomtaksin Rayong School,matthayomtaksin-rayong-school,130,23,76.5,4
MRT Yellow Line,MRT Kalantan,mrt-kalantan,138,11,74.5,4
University/College,Samut Prakan Polytechnic College Chumchon Mueang Mai Bang Phli,samut-prakan-polytechnic-college-chumchon-mueang-mai-bang-phli,112,37,74.5,4
School,Wat Lum Mahachai Chumpon Municipal School,wat-lum-mahachai-chumpon-municipal-school,125,24,74.5,4
MRTA Pink Line,TOT Station,tot-station,137,11,74.0,4
Samut Prakarn,Bang Sao Thong Samut Prakarn,bang-sao-thong-samut-prakarn,106,41,73.5,4
Rayong,Asia Terminal Industrial Estate,asia-terminal-industrial-estate,128,17,72.5,4
MRT Orange Line,MRT Kheha Ramkhamhaeng,mrt-kheha-ramkhamhaeng--ab72094b,136,7,71.5,4
University/College,North Bangkok University Rangsit Campus,north-bangkok-university-rangsit-campus,37,100,68.5,4
Pathumthani,Lam Luk Ka,lam-luk-ka,57,80,68.5,4
Bangkok,Ramkhamhaeng 24,ramkhamhaeng-24,126,9,67.5,4
MRTA Pink Line,Bang Chan Station,bang-chan-station,121,9,65.0,4
Samut Prakarn,Sukumvit 113,sukumvit-113,105,24,64.5,4
Bangkok,Ratchadapisek 10,ratchadapisek-10,97,30,63.5,4
University/College,Chiang Mai College Of Dramatic Arts,chiang-mai-college-of-dramatic-arts,65,62,63.5,4
Samut Prakarn,Sukumvit 117,sukumvit-117,125,1,63.0,4
Nonthaburi,The Crystal SB,the-crystal-sb,85,41,63.0,4
MRT Orange Line,MRT Min Buri,mrt-min-buri,121,5,63.0,4
Bangkok,Taling Chan,taling-chan,80,41,60.5,4
School,St.Joseph Rayong,st-joseph-rayong,104,16,60.0,4
University/College,Assumption College Rayong,assumption-college-rayong,103,16,59.5,4
SRT Dark Red Line,Pradiphat Station,pradiphat-station,67,52,59.5,4
School,Nonthaburi Wittayalai School,nonthaburi-wittayalai-school,100,17,58.5,4
MRTA Pink Line,Samakkhi Station,samakkhi-station,83,33,58.0,4
School,Laem Chabang 3 School,laem-chabang-3-school,82,28,55.0,4
MRT Purple line,MRT Bang Rak Yai,mrt-bang-rak-yai,95,15,55.0,4
Pathumthani,Muang Pathum Thani Pathumthani,muang-pathum-thani-pathumthani,85,24,54.5,4
Petchburi,Cha-Am Petchburi,cha-am-petchburi,28,81,54.5,4
Grey Line,Pracha Uthit Station,pracha-uthit-station,78,29,53.5,4
Rayong,Muang Rayong District Office,muang-rayong-district-office,91,15,53.0,4
Grey Line,Sri Wara Station,sri-wara-station,76,24,50.0,4
Bangkok,Nimmana Haeminda Road,nimmana-haeminda-road,44,56,50.0,4
SRT Dark Red Line,Khlong Nueng Station,khlong-nueng-station,23,76,49.5,4
Prachaubkirikhan,Hua Hin Market Village,hua-hin-market-village,36,57,46.5,4
Bangkok,Sukumvit 35,sukumvit-35,73,18,45.5,4
Nonthaburi,Bang Kruai Nonthaburi,bang-kruai-nonthaburi,79,11,45.0,4
Chiang Mai,Chiang Mai Provincial Government Offices,chiang-mai-provincial-government-offices,26,63,44.5,4
Chiang Mai,Promenada Chiang Mai,promenada-chiang-mai,24,63,43.5,4
MRT Orange Line,MRT Sanam Luang,mrt-sanam-luang,72,12,42.0,4
SRT Dark Red Line,Thung Song Hong Station,thung-song-hong-station,69,10,39.5,4
Bangkok,Bang Bon,bang-bon,70,9,39.5,4
Chiang Mai,San Sai Chiang Mai,san-sai-chiang-mai,34,44,39.0,4
Samut Prakarn,Sukumvit 115,sukumvit-115,47,30,38.5,4
Bangkok,Ladprao 1 (Lat Phrao),ladprao-1-lat-phrao,51,24,37.5,4
MRT Yellow Line,MRT Lat Phrao 71,mrt-lat-phrao-71,60,10,35.0,4
MRTA Pink Line,Nopparat Rajathanee Station,nopparat-rajathanee-station,51,18,34.5,4
School,Muang Pattaya 1 School,muang-pattaya-1-school,16,53,34.5,4
Bangkok,Thung Khru,thung-khru,55,14,34.5,4
School,Pathum Wilai School,pathum-wilai-school,53,14,33.5,4
University/College,Prince of Songkla University,prince-of-songkla-university--2,29,37,33.0,4
Songkhla,Hat Yai Songkhla,hat-yai-songkhla,29,37,33.0,4
MRTA Pink Line,Sanambin Nam Station,sanambin-nam-station,51,15,33.0,4
Songkhla,Diana Plaza Hat Yai,diana-plaza-hat-yai,29,37,33.0,4
Bangkok,Khlong Sam Wa,khlong-sam-wa,62,3,32.5,4
University/College,Stamford International University Hua Hin,stamford-international-university-hua-hin,14,51,32.5,4
Bangkok,Samphanthawong,samphanthawong,34,30,32.0,4
Nakhon Ratchasima,Muang Nakhon Ratchasima Nakhon Ratchasima,muang-nakhon-ratchasima-nakhon-ratchasima,59,4,31.5,4
Chonburi,Ammata Nakhon Industrial Estate,ammata-nakhon-industrial-estate,34,29,31.5,4
MRT Yellow Line,MRT Suan Luang Ro 9,mrt-suan-luang-ro-9,55,8,31.5,4
Chonburi,Amata Nakorn,amata-nakorn,34,29,31.5,4
School,Rattana Chai Suksa School,rattana-chai-suksa-school,30,32,31.0,4
Phuket,Surin Circle Clock Tower,surin-circle-clock-tower,13,49,31.0,4
School,Tessaban 3 Yommaratsamakki School Nakhon Ratchasima,tessaban-3-yommaratsamakki-school-nakhon-ratchasima,56,4,30.0,4
University/College,Rajamangala University of Technology Thanyaburi,rajamangala-university-of-technology-thanyaburi,40,20,30.0,4
Nakhon Ratchasima,"Klang Plaza, Jomsurang",klang-plaza-jomsurang,56,4,30.0,4
University/College,Nakhon Rachasima Vocational Education College,nakhon-rachasima-vocational-education-college,56,4,30.0,4
School,Thetsaban 1 School Burapha Witthayakon Nakhon Ratchasima,thetsaban-1-school-burapha-witthayakon-nakhon-ratchasima,56,4,30.0,4
Bangkok,Ratchadapisek 32,ratchadapisek-32,44,16,30.0,4
University/College,Nakhon Ratchasima Rajabhat University,nakhon-ratchasima-rajabhat-university,56,4,30.0,4
University/College,Eastern Asia University,eastern-asia-university,40,20,30.0,4
School,Anuban Nakhon Ratchasima,anuban-nakhon-ratchasima,56,4,30.0,4
MRTA Pink Line,Min Buri Market station,min-buri-market-station,48,9,28.5,4
School,Ban Sala School,ban-sala-school,15,40,27.5,4
